Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,15016,0,13,20.39698481194568,7.263572886586189,291.9423636049032,14603.501198721364,234.02075696478113,0.0,13,15,17,19,26,50,140,190,280,290,290
,Aggregated,15016,0,13,20.39698481194568,7.263572886586189,291.9423636049032,14603.501198721364,234.02075696478113,0.0,13,15,17,19,26,50,140,190,280,290,290
